,learning_rate,train_accuracy,test_accuracy,train_f1,test_f1
0,0.1,0.9720710616319805,0.9175043615518818,0.972123327644363,0.9173116860015287
1,0.05,0.9714618036804719,0.9160089723352995,0.9715161324119176,0.9158326936840858
2,0.01,0.9669200625874077,0.9074104843399519,0.9669673851799852,0.9072266756777704
