,used_feature,train_accuracy,test_accuracy,train_f1,test_f1
2013,"['대출기간', '총상환대출비율', '총상환원금', '총상환액', '월별대출금액', '연간소득', '부채_대비_소득_비율', '최근_2년간_연체_횟수', '대출금액']",0.8554812445478337,0.8398271994683061,0.8555788156324623,0.8396369155330459
1703,"['총상환대출비율', '총상환이자', '총상환원금', '총상환액', '대출목적', '부채_대비_소득_비율', '대출금액']",0.8574613328902366,0.8397856608789566,0.8575325911536279,0.8394630050968431
1565,"['대출기간', '총상환대출비율', '총상환원금', '총상환액', '월별대출금액', '연간소득', '부채_대비_소득_비율']",0.8545535108489456,0.8397856608789566,0.8546386119263546,0.8396098620868216
788,"['총상환대출비율', '총상환이자', '총상환원금', '연간소득', '대출금액']",0.8577936554092414,0.8397856608789566,0.8578952780283363,0.8396351827673972
601,"['대출기간', '총상환대출비율', '총상환원금', '월별대출금액', '부채_대비_소득_비율']",0.8530580595134244,0.839744122289607,0.8532616075290609,0.8397250188815506
1557,"['대출기간', '총상환대출비율', '총상환원금', '총상환액', '대출목적', '월별대출금액', '최근_2년간_연체_횟수']",0.8538888658109361,0.839744122289607,0.8540314429090746,0.839516536024848
352,"['총상환대출비율', '총상환이자', '총상환원금', '대출목적']",0.8551627688004542,0.839744122289607,0.8553835250131339,0.8396965957570757
1889,"['대출기간', '총상환대출비율', '총상환원금', '대출목적', '월별대출금액', '부채_대비_소득_비율', '최근_2년간_연체_횟수', '대출금액']",0.8531826804580512,0.8397025837002575,0.8533032569840676,0.8396500996972545
2028,"['총상환대출비율', '총상환이자', '총상환원금', '총상환액', '대출목적', '월별대출금액', '부채_대비_소득_비율', '최근_2년간_연체_횟수', '대출금액']",0.8579044295822429,0.8397025837002575,0.8579642536316,0.8393976498548261
1882,"['대출기간', '총상환대출비율', '총상환원금', '총상환액', '월별대출금액', '연간소득', '부채_대비_소득_비율', '대출금액']",0.8540965673853141,0.8396195065215585,0.8541950627078236,0.8394119581669759
1309,"['총상환대출비율', '총상환이자', '총상환원금', '부채_대비_소득_비율', '최근_2년간_연체_횟수', '대출금액']",0.85592434123984,0.8395779679322091,0.8559699938700914,0.8393250817755413
779,"['총상환대출비율', '총상환이자', '총상환원금', '대출목적', '부채_대비_소득_비율']",0.8559658815547155,0.8395364293428595,0.8560432203128633,0.8392560072452132
1360,"['총상환대출비율', '총상환원금', '총상환액', '월별대출금액', '최근_2년간_연체_횟수', '대출금액']",0.8551627688004542,0.83949489075351,0.8552372206048393,0.8391315452688365
1874,"['대출기간', '총상환대출비율', '총상환원금', '총상환액', '대출목적', '월별대출금액', '부채_대비_소득_비율', '최근_2년간_연체_횟수']",0.8539580996690621,0.83949489075351,0.8540995617350968,0.8392809409253765
1576,"['대출기간', '총상환대출비율', '총상환원금', '대출목적', '월별대출금액', '연간소득', '최근_2년간_연체_횟수']",0.8524072612470402,0.83949489075351,0.8524906411275206,0.8393389468979765
1564,"['대출기간', '총상환대출비율', '총상환원금', '총상환액', '대출목적', '최근_2년간_연체_횟수', '대출금액']",0.8537642448663094,0.83949489075351,0.8539277375619286,0.8393417968419267
1872,"['대출기간', '총상환대출비율', '총상환원금', '총상환액', '대출목적', '월별대출금액', '연간소득', '최근_2년간_연체_횟수']",0.8550658413990778,0.8394533521641605,0.855095058149246,0.8391624486912783
569,"['대출기간', '총상환대출비율', '총상환이자', '총상환액', '월별대출금액']",0.852171866129412,0.8394533521641605,0.8522148001209784,0.839211161123025
1949,"['총상환대출비율', '총상환이자', '총상환원금', '총상환액', '연간소득', '부채_대비_소득_비율', '최근_2년간_연체_횟수', '대출금액']",0.8571290103712319,0.8394533521641605,0.8571840178683142,0.8391097678637593
1111,"['대출기간', '총상환대출비율', '총상환원금', '연간소득', '부채_대비_소득_비율', '대출금액']",0.853168833686426,0.839411813574811,0.8532740907212676,0.8392971255818742
1096,"['대출기간', '총상환대출비율', '총상환원금', '대출목적', '월별대출금액', '최근_2년간_연체_횟수']",0.8510641243993963,0.8393287363961119,0.8511994087604388,0.839260821967601
1085,"['대출기간', '총상환대출비율', '총상환원금', '총상환액', '월별대출금액', '부채_대비_소득_비율']",0.8534734626621803,0.8393287363961119,0.8536360274832665,0.839212259636629
1081,"['대출기간', '총상환대출비율', '총상환원금', '총상환액', '대출목적', '부채_대비_소득_비율']",0.8531549869148009,0.8393287363961119,0.8532941607728531,0.8391508420194534
1094,"['대출기간', '총상환대출비율', '총상환원금', '대출목적', '월별대출금액', '연간소득']",0.8524072612470402,0.8393287363961119,0.8524715459559024,0.8391755858911801
2011,"['대출기간', '총상환대출비율', '총상환원금', '총상환액', '대출목적', '월별대출금액', '부채_대비_소득_비율', '최근_2년간_연체_횟수', '대출금액']",0.8539719464406873,0.8393287363961119,0.8540968229175707,0.8390956781801122
1559,"['대출기간', '총상환대출비율', '총상환원금', '총상환액', '대출목적', '연간소득', '부채_대비_소득_비율']",0.8534596158905551,0.8392871978067625,0.8535550758339073,0.8389842303277834
356,"['총상환대출비율', '총상환이자', '총상환원금', '최근_2년간_연체_횟수']",0.8546781317935723,0.839245659217413,0.8550014605384565,0.8392994510637702
