,num_max_depth,train_accuracy,test_accuracy,train_f1,test_f1
0,21,0.9708940860438389,0.9130597324914846,0.9709448025637741,0.9128687022050703
1,22,0.9710879408465917,0.9134751183849796,0.9711388599696709,0.9132926496787417
2,23,0.9712264085628436,0.9133089640275817,0.9712779083437441,0.913140407433914
