,learning_rate,train_accuracy,test_accuracy,train_f1,test_f1
0,0.2,0.9725141583239868,0.919830522555454,0.9725665132845821,0.9196622665880865
1,0.3,0.9725141583239868,0.9198720611448036,0.9725646971763868,0.9196917496245738
2,0.4,0.9725141583239868,0.9202043698595995,0.9725678598365641,0.9200354881174881
3,0.6,0.9725141583239868,0.9198720611448036,0.9725665454626787,0.9196851943491552
4,0.7,0.9725141583239868,0.9202043698595995,0.9725652521183871,0.9200304273287778
5,0.8,0.9725141583239868,0.9202043698595995,0.9725666045152997,0.9200453920548765
6,0.9,0.9725141583239868,0.919415136661959,0.9725670745442379,0.9192212686396082
7,1.0,0.9725141583239868,0.9181274403921242,0.9725666058265009,0.9179266555200906
