,learning_rate,train_accuracy,test_accuracy,train_f1,test_f1
0,0.1,0.9715033439953474,0.9164243582287945,0.9715567738322864,0.9162359836497488
1,0.05,0.9707556183275869,0.9138074270997757,0.970808407373529,0.9136271904199442
2,0.01,0.9553718550519946,0.9017196975990696,0.9554075194125117,0.9015322930340323
