,learning_rate,train_accuracy,test_accuracy,train_f1,test_f1
0,0.1,0.9719049003724781,0.9169228213009886,0.9719577500512158,0.916738020547539
1,0.05,0.9711433279330924,0.9153443549057074,0.9711968346865653,0.9151554058977418
2,0.01,0.9629044988161011,0.9050012461576805,0.9629491496875137,0.9048055504917799
