,learning_rate,train_accuracy,test_accuracy,train_f1,test_f1
0,0.1,0.9724726180091112,0.9189997507684639,0.9725249965778863,0.9188172306065292
1,0.05,0.9720710616319805,0.9177120544986292,0.9721248690649157,0.9175288989557816
2,0.02,0.9712264085628436,0.9155935864418044,0.9712793641886687,0.9154072458882173
3,0.01,0.9705756102964593,0.912436653651242,0.9706246124585742,0.9122522051772907
