,learning_rate,train_accuracy,test_accuracy,train_f1,test_f1
0,0.1,0.97238953737936,0.9182520561601728,0.9724433695357695,0.9180689318148083
1,0.05,0.9719325939157285,0.9173797457838332,0.9719859304162288,0.9172027191437714
2,0.02,0.9709079328154641,0.9138905042784747,0.9709595960053294,0.9137027029773822
3,0.01,0.9698694249435744,0.9104843399518152,0.9699179793093807,0.9102859124450225
