,learning_rate,train_accuracy,test_accuracy,train_f1,test_f1
0,0.1,0.9722926099779836,0.9179197474453767,0.9723453295789617,0.9177252853793478
1,0.05,0.971752585884601,0.9165074354074936,0.971807679873683,0.9163242087325707
2,0.02,0.9707417715559618,0.9132674254382321,0.9707917222368041,0.9130879002080833
3,0.01,0.9688309170716848,0.9095704909861261,0.9688804502266584,0.9093866736250552
